Name, Operon, Challenge, WT
ugpE,ugpBAECQ,15.06,39.97
ugpQ,ugpBAECQ,2231.87,2736.3
ugpQ,ugpQ,2231.87,2736.3
uhpA,uhpABC,7.19,11.44
uhpA,ivbL-ilvBN-uhpABC,7.19,11.44
uhpB,uhpABC,11.3,9
uhpB,ivbL-ilvBN-uhpABC,11.3,9
uhpC,uhpABC,35.39,46.11
uhpC,ivbL-ilvBN-uhpABC,35.39,46.11
uhpT,uhpT,57.97,87.46
uidA,uidABC,32.81,78.38
uidB,uidABC,27.82,24.61
uidC,uidABC,0,5.34
uidC,uidC,0,5.34
uidR,uidR,71.86,114.44
ulaA,ulaABCDEF,27.34,33.87
ulaB,ulaABCDEF,41.64,110.51
ulaC,ulaABCDEF,45.66,58.18
ulaD,ulaABCDEF,0,10.39
ulaE,ulaABCDEF,14.9,7.91
ulaF,ulaABCDEF,30.91,19.69
ulaG,ulaG,55.83,44.45
ulaR,ulaR,202.23,250.5
umuC,umuDC,26.77,63.96
umuD,umuDC,30.33,16.1
ung,ung,178.49,205.84
uof,fur,195.26,77.74
uof,fldA-fur,195.26,77.74
upp,upp-uraA,20.32,43.15
uraA,upp-uraA,32.92,73.4
usg,pdxB-usg-truA-dedA,29.32,60.03
usg,usg-truA-dedA,29.32,60.03
ushA,ushA,51.38,28.64
uspA,uspA,341.7,544.19
uspB,uspB,151.67,120.78
uspC,uspC,3167.8,4382.86
uspD,yiiS-uspD,1168.12,1844.58
uspE,uspE,844.01,1230.37
uspF,uspF,624.82,388.71
uspG,uspG,188.09,520.27
uup,rlmL-uup,28.94,17.72
uvrA,uvrA,349.01,474.38
uvrB,uvrB,92.41,66.9
uvrC,uvrC,125.11,166.04
uvrC,uvrYC,125.11,166.04
uvrD,uvrD,27.49,31.27
uvrY,uvrYC,135.74,175.01
uxaA,uxaCA,28.54,36.36
uxaB,uxaB,35.1,51.24
uxaC,uxaCA,21.04,14.36
uxuA,uxuAB,57.34,51.37
uxuB,uxuAB,40.7,32.41
uxuR,uxuR,32.92,61.17
valS,valS,72.86,66.31
valS,holC-valS,72.86,66.31
valT,lysT-valT-lysW,726.43,0
valU,valUXY-lysV,502.91,0
valV,valVW,110.31,0
valW,valVW,55.15,0
valX,valUXY-lysV,614.67,0
valY,valUXY-lysV,223.52,0
valZ,valZ-lysY,782.31,0
ves,ves,287.55,469.69
viaA,ravA-viaA,544.01,1006.14
visC,ygfB-pepP-ubiH-visC,377.73,545.35
vsr,dcm-vsr,90.17,244.12
waaA,waaA,119.63,243.44
waaA,kdtA-coaD,119.63,243.44
waaB,rfaQGPSBIJYZ-waaU,23.59,18.79
waaC,rfaDFCL,212.34,408.63
waaF,rfaDFCL,93.29,148.58
waaG,rfaQGPSBIJYZ-waaU,37.75,60.12
waaI,rfaQGPSBIJYZ-waaU,20.82,46.42
waaJ,rfaQGPSBIJYZ-waaU,25.06,26.6
waaK,rfaQGPSBIJYZ-waaU,63.27,56.68
waaK,waaK,63.27,56.68
waaK,rfaZ-waaU,63.27,56.68
waaP,rfaQGPSBIJYZ-waaU,5.32,0
waaQ,rfaQGPSBIJYZ-waaU,16.41,13.07
waaY,rfaYZ,24.3,9.68
waaY,rfaQGPSBIJYZ-waaU,24.3,9.68
wbbI,wbbIJK,76.98,61.3
wbbJ,wbbIJK,50.3,22.89
wbbK,wbbK,11.39,42.31
wbbK,wbbIJK,11.39,42.31
wcaA,wza-wzb-wzc-wcaAB,80.89,72.47
wcaB,wza-wzb-wzc-wcaAB,34.74,82.99
wcaC,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,24.41,38.87
wcaD,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,13.95,11.11
wcaE,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,17.06,0
wcaF,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,15.47,36.96
wcaI,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,52.04,38.68
wcaJ,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,15.22,19.39
wcaK,wcaKLM,39.78,89.76
wcaL,wcaKLM,27.83,72.01
wcaM,wcaM,91.33,130.91
wcaM,wcaKLM,91.33,130.91
wecH,wecH,55.43,27.16
wrbA,wrbA-yccJ,583.32,67.97
wza,wza-wzb-wzc-wcaAB,18.63,53.4
wza,wzbc,18.63,53.4
wzb,wzbc,9.56,30.47
wzb,wza-wzb-wzc-wcaAB,9.56,30.47
wzc,wzbc,33.38,46.9
wzc,wza-wzb-wzc-wcaAB,33.38,46.9
wzxC,wzxC,5.74,27.44
wzxC,wcaCDEF-gmd-dcI-nudD-wcaI-cspBGJ-wzxC,5.74,27.44
wzxE,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,13.58,10.81
wzyE,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,25.11,54.99
wzzE,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,8.11,32.3
xanP,xanP,283.73,296.39
xanQ,xanQ-guaD-ygfQ,84.88,202.76
xapA,xapAB,0,8.11
xapB,xapAB,33.79,37.66
xapR,xapR,19.19,38.21
xdhA,xdhABC,73.32,122.75
xdhB,xdhABC,19.33,30.78
xdhC,xdhABC,327.36,507.26
xdhD,ygfM-xdhD,63.61,124.86
xerC,yifL-dapF-yigA-xerC-yigB,42.61,52.78
xerD,xerD,123.1,105.56
xerD,xerD-dsbC-recJ,123.1,105.56
xisE,ymfH-xisE-intE,310.74,164.96
xseA,xseA,235.42,443.99
xseB,xseB-ispA-dxs-yajO,69.91,83.5
xthA,xthA,247.34,352
xylA,xylAB,25.68,35.79
xylB,xylAB,55.46,134.8
xylE,xylE,63.3,105.39
xylF,xylFGHR,55.6,102.17
xylG,xylFGHR,545.31,907.94
xylH,xylFGHR,64.67,57.22
xylR,xylR,194.51,332.72
xylR,xylFGHR,194.51,332.72
yaaA,yaaA,76.52,121.86
yaaH,yaaH,1048.6,2218.71
yaaI,yaaI,178.26,150.3
yaaJ,yaaJ,92,217.41
yaaU,yaaU,19.13,20.31
yaaW,yaaW,71.38,75.78
yaaX,yaaX,371.78,546.54
yabI,yabI,22.21,35.36
yabP,yabPQ,32.01,84.97
yacC,yacC-speED,97.63,272.09
yacF,coaE-yacFG,108.45,118.18
yacG,yacG,214.49,307.43
yacG,coaE-yacFG,214.49,307.43
yacH,yacH,254.26,350.21
yacL,yacL,187.19,298.11
yadB,dksA-yadB,169.51,350.21
yadB,yadB,169.51,350.21
yadC,yadC,113.11,180.14
yadC,yadMLKC,113.11,180.14
yadD,yadD,103.47,254.66
yadE,yadE,369.44,1110.75
yadG,yadGH,22.91,51.07
yadH,yadGH,27.54,43.86
yadI,yadI,57.78,168.7
yadK,yadMLKC,113.82,22.66
yadL,yadMLKC,49.06,44.64
yadM,yadMLKC,22.35,71.19
yadN,yadN,72.6,57.81
yadS,yadS,319.87,509.43
yadS,mtn-btuF-yadS,319.87,509.43
yaeB,rcsF-yaeB,53.99,85.98
yaeF,yaeF,262.53,450.9
yaeH,yaeH,548.69,541.78
yaeI,yaeI,130.59,207.98
yaeJ,yaeQJ-nlpE,20.08,31.98
yaeP,yaeP-rof,147.9,33.65
yaeQ,yaeQJ-nlpE,54.45,99.1
yaeR,yaeR,54.45,69.37
yafC,yafC,125.32,310.45
yafD,yafDE,116.64,67.55
yafE,yafDE,47.64,54.19
yafJ,yafJ,696.74,1092.02
yafK,yafK,292.29,492.88
yafL,yafL,22.65,54.11
yafM,yafM,93.81,176.56
yafN,dinB-yafNOP,57.78,46.01
yafN,yafNOP,57.78,46.01
yafO,dinB-yafNOP,31.93,33.9
yafO,yafNOP,31.93,33.9
yafP,dinB-yafNOP,9.37,29.86
yafP,yafNOP,9.37,29.86
yafQ,dinJ-yafQ,30.44,48.48
yafS,yafS,328.94,813.86
yafT,yafT,32.42,51.63
yafU,yafU,35.69,56.84
yafV,yafV,38.56,52.63
yafW,ykfGH-yafW-ykfL,560.9,808.21
yafW,ykfBF-yafX-ykfGH-yafW-ykfI,560.9,808.21
yafW,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,560.9,808.21
yafX,ykfBF-yafX-ykfGH-yafW-ykfI,906.73,1267.23
yafX,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,906.73,1267.23
yafY,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,143.47,274.19
yafZ,yafZ,113.66,246.84
yafZ,ykfA-yafZ,113.66,246.84
yagA,yagAB-ykgN,33.09,58.56
yagB,yagAB-ykgN,206.16,328.32
yagE,yagEF,107.46,104.17
yagF,yagEF,23.74,20.62
yagG,yagGH,15.35,34.23
yagH,yagGH,79.08,100.76
yagI,yagI,106.31,151.49
yagJ,yagJ,205.16,220.55
yagK,yagK,413.17,711.94
yagL,yagML,54.68,67.73
yagL,yagL,54.68,67.73
yagM,yagML,79.47,79.1
yagN,yagN,298.53,322.07
yagP,yagP,1302.86,2154.74
yagQ,yagTSRQ,350.57,346.3
yagR,yagTSRQ,28.97,36.91
yagS,yagTSRQ,39.94,84.81
yagT,yagTSRQ,24.62,19.6
yagU,yagU,20.72,0
yagV,matC-yagXWV,137.38,180.74
yagW,matC-yagXWV,167.91,320.89
yagX,matC-yagXWV,70.61,112.46
yahA,yahA,39,86.95
yahB,yahB,336.83,471.2
yahC,yahC,25.58,54.33
yahD,yahDEFG,21.02,33.48
yahE,yahE,9.83,15.66
yahE,yahDEFG,9.83,15.66
yahF,yahDEFG,13.72,26.22
yahG,yahDEFG,179.57,252.62
yahI,yahIJ,49.12,106.68
yahJ,yahIJ,24.57,48.9
yahK,yahK,56.62,51.53
yahL,yahL,15.61,33.15
yahM,yahM,1881.72,3134.29
yahN,yahN,126.39,271.75
yahO,yahO,1169.42,196.04
yaiA,yaiA-aroM,906.87,951.11
yaiA,aroL-yaiA-aroM,906.87,951.11
yaiE,yaiE,1803.04,2230.76
yaiI,yaiI,37.01,44.21
yaiL,yaiL,86.51,87.67
yaiO,yaiXO,27.43,87.38
yaiO,yaiO,27.43,87.38
yaiP,yaiP,60.31,79.1
yaiS,yaiS,15.22,36.36
yaiT,yaiT,186.42,255.14
yaiV,yaiV,149.73,205.94
yaiW,sbmA-yaiW,178.41,265.6
yaiY,yaiY,68.72,153.22
yaiZ,yaiZ,59.81,222.27
yajC,tgt-yajC,127.53,20.31
yajC,yajC-secDF,127.53,20.31
yajD,yajD,268.48,427.58
yajG,yajG,80.68,175.22
yajI,yajI,86.51,87.67
yajL,panE-yajL,57.49,91.55
yajL,yajL,57.49,91.55
yajO,yajO,383.3,617.38
yajO,xseB-ispA-dxs-yajO,383.3,617.38
yajQ,yajQ,422.96,522.38
yajR,yajR,108.89,257.66
ybaA,ybaA,359.9,592.28
ybaB,ybaB-recR,167.3,40.99
ybaE,ybaE,194.74,337.97
ybaK,ybaK,743.19,1268.15
ybaL,ybaL,40.52,32.26
ybaM,ybaM,52.43,41.75
ybaM,priC-ybaM,52.43,41.75
ybaN,ybaN,595.45,1198.82
ybaO,ybaO,0,14.74
ybaP,ybaP,149.57,255.23
ybaQ,ybaQ,496.7,573.51
ybaS,ybaST,95.59,14.5
ybaT,ybaST,68.97,47.08
ybaV,ybaV,0,54.54
ybaY,ybaY,830.1,1392.83
ybbA,ybbAP,24.73,19.69
ybbB,ybbB,23.27,24.71
ybbC,rhsD-ybbC-ylbH-ybbD,0,36.66
ybbD,rhsD-ybbC-ylbH-ybbD,8.65,41.32
ybbJ,qmcA-ybbJ,2294.58,3138.61
ybbJ,ybbJ,2294.58,3138.61
ybbL,ybbLM,56.37,49.88
ybbM,ybbLM,114.34,260.13
ybbN,ybbN,183.78,197.76
ybbO,ybbO,31.46,25.05
ybbO,tesA-ybbO,31.46,25.05
ybbP,ybbAP,17.59,22.4
ybbW,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,14.59,9.3
ybbY,ybbY-glxK,26.09,31.17
ybbY,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,26.09,31.17
ybcD,ybcD,40.83,86.71
ybcF,fdrA-ylbE_1E_2F-ybcF,9.5,22.7
ybcH,ybcH,71.5,136.64
ybcI,ybcI,89.49,77.74
ybcJ,folD-ybcJ,99.69,0
ybcJ,ybcJ,99.69,0
ybcK,ybcK,2.78,4.43
ybcL,ybcLM,61.55,98.02
ybcM,ybcLM,53.22,84.76
ybcN,ybcN-ninE-ybcO-rusA-ylcG,139.7,163.15
ybcO,ybcN-ninE-ybcO-rusA-ylcG,0,0
ybcQ,ybcQ,11.06,0
ybcS,essD-ybcS-rzpD,204.67,461.76
ybcV,ybcV,20.67,115.19
ybcW,ybcW,492.39,849.52
ybcY,ybcY,58.35,41.3
ybdF,ybdF,80.56,256.61
ybdH,ybdH,2246.25,2707.87
ybdJ,ybdJ,17.06,27.16
ybdK,ybdK,41.75,30.22
ybdL,ybdL,25.61,128.16
ybdM,ybdM,310.09,375.75
ybdN,ybdN,24.35,27.7
ybdO,ybdO,47.03,89.88
ybdR,ybdR,30.85,60.05
ybeB,ybeB-rlmH-mrdAB-rlpA,13.35,0
ybeD,ybeD,305.64,563.62
ybeD,ybeD-lipB,305.64,563.62
ybeF,ybeF,307.16,815.3
ybeL,ybeL,448.42,322.07
ybeM_2,ybeM_1M_2,16.17,0
ybeQ,ybeQ,2331.85,4716.45
ybeR,ybeR-djlB,18,9.55
ybeT,ybeT,38.26,48.75
ybeU,ybeU-djlC,41.99,76.42
ybeX,ybeX-lnt,120.79,46.17
ybeX,ybeZYX-lnt,120.79,46.17
ybeY,ybeZY,72.6,14.45
ybeY,ybeZYX-lnt,72.6,14.45
ybeZ,ybeZY,81.59,19.49
ybeZ,ybeZYX-lnt,81.59,19.49
ybfA,ybfA,451.35,130.7
ybfB,rhsC-ybfB,0,0
ybfC,ybfOC,0,23.73
ybfD,ybfD,11.15,17.75
ybfE,ybfE,231.12,368.08
ybfF,ybfF,22.21,35.36
ybfG,ybfHG,39.14,51.95
ybfL,ybfL,18.68,29.74
ybfN,ybfMN,441.57,413.67
ybfN,ybfN,441.57,413.67
ybfO,ybfOC,19.54,75.59
ybfP,ybfP,94.37,191.29
ybgA,ybgA-phr,24.98,132.62
ybgC,ybgC-tolQRA,41.94,83.5
ybgD,ybgD,44.94,0
ybgE,ybgE,43.33,0
ybgF,tolB-pal-ybgF,160.86,136.64
ybgI,ybgIJKL-nei,45.66,9.09
ybgJ,ybgIJKL-nei,25.86,10.29
ybgK,ybgIJKL-nei,45.52,43.5
ybgL,ybgIJKL-nei,138.67,184.04
ybgO,ybgO,239.93,413.96
ybgO,ybgQPO,239.93,413.96
ybgP,ybgQPO,69.91,176.28
ybgQ,ybgQPO,79.8,129.85
ybgS,ybgS,323.25,195.27
ybgT,ybgT,74.51,0
ybhA,ybhA,197.04,297.3
ybhB,ybhB,365.03,467.91
ybhC,ybhC,39.69,52.68
ybhD,ybhD,89.03,226.87
ybhF,ybiH-ybhGFSR,34.23,38.94
ybhG,ybiH-ybhGFSR,68.02,101.55
ybhH,ybhH,4.03,12.85
ybhI,ybhI,29.62,37.73
ybhJ,ybhJ,112.65,203.32
ybhK,ybhK,350.4,550.6
ybhL,ybhL,156.62,105.53
ybhM,ybhM,47.58,85.25
ybhN,ybhN,208.57,155.48
ybhN,ybhPON,208.57,155.48
ybhO,ybhPON,37.61,43.57
ybhP,ybhPON,50.16,35.5
ybhQ,ybhQ,485.65,674.7
ybhR,ybiH-ybhGFSR,2754.49,3415.34
ybhS,ybiH-ybhGFSR,108.6,167
ybhT,ybhT,198.19,495.99
ybiA,ybiA,61.55,14
ybiB,ybiB,66.15,105.35
ybiC,ybiC,74.3,137.01
ybiH,ybiH-ybhGFSR,69.52,90.58
ybiI,ybiI,270.4,455.96
ybiJ,ybiJ,260.34,906.98
ybiO,ybiO,59.14,127.61
ybiP,ybiP,75.07,230.57
ybiR,mntR-ybiR,15.18,18.13
ybiS,ybiS,106.06,212.96
ybiT,ybiT,21.33,33.97
ybiU,ybiU,30.19,42.74
ybiV,ybiV,140.52,240.37
ybiW,ybiYW,132.66,239.07
ybiW,ybiW,132.66,239.07
ybiX,ybiX,400.88,468.85
ybiY,ybiYW,56.62,112.72
ybjC,ybjC-nfsA-rimK-ybjN,58.98,46.97
ybjD,ybjD,381.42,432.14
ybjE,ybjE,33.03,52.6
ybjG,ybjG,64.02,67.97
ybjH,ybjH,581.14,593.29
ybjI,ybjJI,36.43,41.44
ybjJ,ybjJI,17.56,22.38
ybjK,ybjK,31.63,100.76
ybjL,ybjL,151.13,232.67
ybjM,ybjM,56.17,107.36
ybjN,ybjN,35.61,99.25
ybjN,rimK-ybjN,35.61,99.25
ybjN,ybjC-nfsA-rimK-ybjN,35.61,99.25
ybjO,ybjO-rlmC,191.06,207.47
ybjP,ybjP,131.68,144.18
ybjQ,ybjQ-amiD,131.07,0
ybjS,ybjS,1101.49,1674.19
ybjT,ltaE-ybjT,56.39,75.62
ybjT,poxB-ltaE-ybjT,56.39,75.62
ybjX,ybjX,342.14,606.19
ycaC,ycaC,176.1,226.53
ycaD,ycaD,36.96,47.09
ycaI,ycaI-msbA-lpxK-ycaQ,116.25,113.47
ycaK,ycaK,14.37,57.22
ycaL,ycaL,83.27,167.98
ycaM,ycaM,59.35,80.35
ycaN,ycaN,51.39,119.05
ycaO,ycaO,33.76,53.77
ycaP,ycaP,36.77,29.28
ycaQ,ycaI-msbA-lpxK-ycaQ,41.33,60.34
ycaR,ycaR-kdsB,46.41,258.71
ycbB,ycbB,103.41,131.76
ycbC,ycbC,2951,5610.22
ycbF,elfDCG-ycbUVF,394.22,665.88
ycbJ,ycbJ,133.01,105.92
ycbK,ycbKL,69.62,110.88
ycbL,ycbKL,235.93,427.94
ycbU,elfDCG-ycbUVF,15.64,37.37
ycbV,elfDCG-ycbUVF,24.69,39.32
ycbX,ycbX,669.54,932.26
ycbZ,ycbZ,236.34,387.91
yccA,yccA,70.78,92.23
yccB,appCBA-yccB,0,72.73
yccE,yccE,6.76,21.52
yccF,yccFS,28.5,60.52
yccJ,wrbA-yccJ,1601.87,3203.75
yccK,yccK,1711.6,2459.45
yccM,yccM,102.81,302.28
yccS,yccS,483.04,737.89
yccS,yccFS,483.04,737.89
yccT,yccT,140.92,183.62
yccU,yccU,30.77,114.36
yccX,yccX,1050.29,2157.52
ycdT,ycdT,25,79.63
ycdU,ycdU,8.61,0
ycdU,ymdE-ycdU,8.61,0
ycdX,ycdXY,57.55,73.32
ycdY,ycdXY,22.96,0
ycdZ,ycdZ,51.79,13.75
yceA,yceA,28.23,38.54
yceB,yceB,60.56,72.34
yceD,yceD-rpmF,203.39,51.83
yceF,yceF,123.41,173.42
yceG,pabC-yceG-tmk-holB-ycfH,103.78,119.01
yceH,yceH,6.55,0
yceI,yceI,22.12,70.45
yceI,yceJI,22.12,70.45
yceJ,yceJI,29.96,11.93
yceK,yceK,31981.6,29308.4
yceM,mviM,27.58,21.96
yceO,yceO,30.12,0
yceO,solA-yceO,30.12,0
yceQ,yceQ,5913.8,11799.2
ycfD,ycfD,359.58,536.5
ycfH,pabC-yceG-tmk-holB-ycfH,489.61,678.04
ycfJ,ycfJ,314.58,438.37
ycfK,ymfTLMNROPQ-ycfK-ymfS,40.45,32.21
ycfL,hinT-ycfL-lpoB-thiK-nagZ-ycfP,11.23,17.89
ycfP,hinT-ycfL-lpoB-thiK-nagZ-ycfP,93.85,62.28
ycfQ,ycfQ,53.67,10.68
ycfS,ycfS,35.28,56.19
ycfT,ycfT,83.04,226.71
ycfZ,ymfA-ycfZ,26.91,85.72
ycfZ,ycfZ,26.91,85.72
ycgB,ycgB,110.81,57.35
ycgE,ycgE,29.01,27.72
ycgF,ycgF,56.06,111.61
ycgG,ycgG,69.67,97.64
ycgH_1,ycgH_1,59.34,63.85
ycgH_2,ycgH_2,59.34,63.85
ycgJ,ycgJ,80.56,128.3
ycgL,ycgL,14.44,69.02
ycgM,ycgM,32.17,51.24
ycgN,ycgN,45.96,0
ycgR,ycgR,254.23,358.88
ycgV,ycgV,122.9,155.64
ycgX,ycgX,31.46,0
ycgY,ycgY,231.12,230.05
ycgZ,ycgZ-ymgA-ariR-ymgC,89.6,114.15
ycgZ,ycgZ,89.6,114.15
ychA,ychQA-kdsA,36.7,50.1
ychE,ychE,78.64,271.37
ychE_1,yhcAD-ychE_1,428.15,552.87
ychF,pth-ychF,58.34,55.74
ychF,ychF,58.34,55.74
ychG_2,ychG_1G_2,288.8,520.27
ychH,ychH,1217.73,72.73
ychJ,ychJ,314.58,486.26
ychM,ychM,1220.96,1779.44
ychN,ychN,251.93,324.8
ychO,ychO,270.94,543.02
ychQ,ychQA-kdsA,75.64,17.21
yciA,yciA,74.51,135.61
yciB,yciCB,338.17,400.8
yciB,yciB,338.17,400.8
yciC,yciCB,39.96,63.63
yciE,yciGFE,1851.18,5576.2
yciE,yciE,1851.18,5576.2
yciF,yciGFE,262.78,526.5
yciG,yciGFE,212.34,37.57
yciG,yciG,212.34,37.57
yciH,yciSM-pyrF-yciH,25.97,20.68
yciH,pyrF-yciH,25.97,20.68
yciI,yciI,185.89,91.09
yciK,yciK-btuR,33.57,8.91
yciM,yciSM-pyrF-yciH,32.67,46.25
yciM,yciSM,32.67,46.25
yciN,yciN,219.08,348.91
yciO,yciVOQ,13.68,32.67
yciQ,yciVOQ,26.88,74.91
yciS,yciSM-pyrF-yciH,54.98,65.66
yciS,yciSM,54.98,65.66
yciT,yciT,33.97,108.22
yciT,yciZT,33.97,108.22
yciU,yciU,579.11,1250.22
yciU,cls-yciU,579.11,1250.22
yciV,yciVOQ,52.96,69.02
yciW,yciW,60.24,107.93
yciX,ymiA-yciX,25.28,120.78
yciY,yciY,829.84,505.32
yciZ,yciZT,317.29,583.06
ycjD,ycjD,12,57.32
ycjF,ycjXF-tyrR,43.99,31.84
ycjF,ycjXF,43.99,31.84
ycjG,ycjG,180.25,448.1
ycjM,ycjMNOPQRSTUV-ymjB,5.06,8.05
ycjN,ycjMNOPQRSTUV-ymjB,19.71,36.62
ycjO,ycjMNOPQRSTUV-ymjB,33.7,30.67
ycjP,ycjMNOPQRSTUV-ymjB,10.08,40.12
ycjQ,ycjMNOPQRSTUV-ymjB,8.07,32.12
ycjR,ycjMNOPQRSTUV-ymjB,26.91,94.29
ycjS,ycjMNOPQRSTUV-ymjB,32.17,70.45
ycjT,ycjMNOPQRSTUV-ymjB,11.23,23.86
ycjU,ycjMNOPQRSTUV-ymjB,38.61,112.72
ycjV,ycjMNOPQRSTUV-ymjB,3.92,12.5
ycjW,ycjW,38.26,27.08
ycjX,ycjXF-tyrR,33.42,29.03
ycjX,ycjXF,33.42,29.03
ycjY,ycjY,50.72,154.22
ycjZ,ycjZ,127.4,105.21
ydaC,recET-lar-ydaCQ-intR,20.22,96.62
ydaE,kilR-ydaE,0,39.55
ydaE,ydaE,0,39.55
ydaG,ydaGF,62.92,100.2
ydaL,ydaL,384.02,491.67
ydaM,ydaM,161.88,219.42
ydaN,ydaN,69.05,54.99
ydaQ,recET-lar-ydaCQ-intR,19.66,62.62
ydaS,ydaSTUVW-rzpR,57.2,318.82
ydaT,ydaSTUVW-rzpR,70.28,239.84
ydaU,ydaSTUVW-rzpR,34.65,39.41
ydaV,ydaSTUVW-rzpR,0,18.11
ydaW,ydaSTUVW-rzpR,16.99,54.11
ydaY,ynaK-ydaY,56.25,119.44
ydbA_1,ydbA_1,15.21,56.52
ydbA_2,ydbA_2,15.21,56.52
ydbC,ydbC,9.86,23.57
ydbD,ydbD,14.73,26.39
ydbH,ydbH-ynbE-ydbL,22.52,25.62
ydbK,ydbK,48.19,76.75
ydbL,ydbH-ynbE-ydbL,64.94,103.42
ydcA,ydcA,48.81,349.83
ydcC,ydcC,48.56,29.74
ydcD,rhsE-ydcD,35.17,28.01
ydcF,ydcF,95.43,118.21
ydcH,ydcH,1830.85,210.42
ydcI,ydcI,82.73,87.84
ydcJ,ydcJ,53.72,95.61
ydcK,ydcK,683.99,1110.01
ydcL,ydcL,69.83,70.77
ydcM,ydcM,62.83,105.96
ydcN,ydcN,102.81,151.14
ydcO,ydcO,180.56,1179.01
ydcP,ydcP,145.02,206.83
ydcR,ydcR,57.35,86.53
ydcS,ydcSTUV,59.29,5.9
ydcT,ydcSTUV,12.56,0
ydcU,ydcSTUV,45.08,78.98
ydcV,ydcSTUV,5.34,8.51
ydcW,ydcW,461.94,598.03
ydcX,ydcX,24.41,194.35
ydcY,ydcY,526.32,578.07
ydcZ,yncA-ydcZ,1132.49,2314.61
ydcZ,ydcZ,1132.49,2314.61
yddA,yddAB,20.15,36.1
yddB,yddAB,35.79,91.21
yddB,yddB,35.79,91.21
yddE,yddE,71.26,75.65
yddG,yddG,14.44,15.34
yddH,yddH,1326.2,2290.09
yddK,yddLKJ,12.87,34.16
yddM,yddM,14.9,0
yddW,yddW,61.13,87.11
ydeA,ydeA,24.96,107.9
ydeE,ydeE,189.46,210.65
ydeH,ydeH,76.26,75.91
ydeI,ydeI,21.61,34.42
ydeJ,ydeJ,171.84,299.73
ydeK,ydeK,15.96,36.85
ydeM,ydeM,51.34,64.25
ydeN,ydeN,55.51,72.34
ydeO,safA-ydeO,33.44,17.75
ydeO,ydeO,33.44,17.75
ydeP,ydeP,42.84,35.6
ydeQ,ydeQ,9.28,29.57
ydeR,ydeTSR,8.43,40.26
ydeR,ydeR,8.43,40.26
ydeS,ydeTSR,8,38.21
ydfA,ydfAB-rzpQ,81.67,86.71
ydfB,ydfAB-rzpQ,32.92,157.29
ydfD,dicB-ydfDE-insD-intD,0,35.23
ydfE,dicB-ydfDE-insD-intD,38.86,17.68
ydfG,ydfG,153.5,153.92
ydfH,ydfH,74.18,59.07
ydfI,ydfI,52.32,120.36
ydfJ,ydfJ,89.3,184.36
ydfK,ydfK,90.74,57.81
ydfN,nohA-ydfN-tfaQ,26.46,112.37
ydfO,ynfO-ydfO,51.66,49.37
ydfP,essQ-ydfRQP,8.53,0
ydfQ,essQ-ydfRQP,15.91,12.67
ydfR,essQ-ydfRQP,13.61,43.36
ydfT,ydfUT,90.24,143.71
ydfU,ydfUT,28.31,51.53
ydfV,ydfV,360.84,442.06
ydfW,dicC-ydfXW,185.65,36.96
ydfX,dicC-ydfXW,60.89,48.48
ydfZ,ydfZ,83.27,33.15
ydgA,ydgA,109.76,44.82
ydgC,ydgC,202.23,261.68
ydgD,ydgD,113.66,131.65
ydgH,ydgH,40.45,64.41
ydgI,ydgI-folM,58.34,63.58
ydgJ,ydgJ,191.74,558.75
ydgK,ydgK-rsxABCDGE-nth,38.52,107.36
ydhB,ydhB,209.38,340.71
ydhC,ydhC,70.08,94.87
ydhF,ydhF,33.14,30.16
ydhI,ydhIJK,967.63,884.67
ydhJ,ydhIJK,29.7,39.41
ydhK,ydhIJK,814.34,1182.68
ydhL,ydhL,0,28.18
ydhO,ydhO,442.38,422.72
ydhP,ydhP,21.78,23.12
ydhQ,ydhQ,94.6,112.99
ydhR,ydhR,194.3,198.93
ydhS,ydhS,142.88,206.49
ydhT,ydhT,376.1,665.53
ydhT,ydhXUT,376.1,665.53
ydhT,ydhYVWXUT,376.1,665.53
ydhU,ydhYVWXUT,43.22,43.02
ydhU,ydhXUT,43.22,43.02
ydhV,ydhYVWXUT,12.12,32.16
ydhV,ydhYVW,12.12,32.16
ydhW,ydhYVW,0,0
ydhW,ydhYVWXUT,0,0
ydhX,ydhXUT,31.74,111.21
ydhX,ydhYVWXUT,31.74,111.21
ydhY,ydhYVWXUT,20.32,43.15
ydhY,ydhYVW,20.32,43.15
ydhZ,ydhZ,80.89,128.83
ydiB,ydiNB-aroD,4.9,7.8
